video_id,author,text,clean_text,source_channel,sentiment_label,sentiment_score,gold_label,gold_notes
OHGnsJYi4tQ,@SigitChandra-q6r,infinix edge bang plisss🙏🙏,infinix edge bang pliss,GadgeTin,positive,0.9903925657,neutral,
OHGnsJYi4tQ,@botang_03,"Dah 6 taun lebih pake redmi not 10s, udah sering jatoh dengan berbagai gaya, tapi mesin dan layarnya asli badak👍👍👍👍👍👍👍",dah 6 taun lebih pake redmi not 10s sudah sering jatoh dengan berbagai gaya tapi mesin dan layarnya asli awet,GadgeTin,positive,0.9950758815,neutral,
OHGnsJYi4tQ,@arunasyhabari99,Infinix note edge 5G bang,infinix note edge 5g bang,GadgeTin,positive,0.9973673224,neutral,
OHGnsJYi4tQ,@arshakadesign,"Alasan nmr 1 setia di xiomi note..hp tangguh sering kena semen diproyek,jatuh dr atap kelantai,kadang ketimpa alat tukang,sering nyemplung diadukan proyek😂😂.apa lg kalo mancing kotor,basah.dannnn gk pernah sya kasih screnprotektor..gk licin kalo pakek pengaman.gk suka.dan sya setia dr xiomi note 4,note 7pro,note 9pro,note13pro dan istri ahirnya ikutan di note 14pro..",alasan nmr 1 setia di xiomi note ponsel tangguh sering kena semen diproyek jatuh dr atap kelantai kadang ketimpa alat tukang sering nyemplung diadukan proyek apa lg kalau mancing kotor basah dann tidak pernah sya kasih screnprotektor tidak licin kalau pakek pengaman tidak suka dan sya setia dr xiomi note 4 note 7pro note 9pro note13pro dan istri ahirnya ikutan di note 14pro,GadgeTin,positive,0.9012371302,positive,
OHGnsJYi4tQ,@IvanHariadi,Rekomendasi merek HP android terbaik 2026?,rekomendasi merek ponsel android terbaik 2026,GadgeTin,positive,0.9919311404,neutral,
OHGnsJYi4tQ,@elevenzrt553,Alhamdulillah udah pakai Redmi Note 15 Pro sekarang,alhamdulillah sudah pakai redmi note 15 pro sekarang,GadgeTin,positive,0.9944243431,positive,
OHGnsJYi4tQ,@xitsreyx,Harga segitu mending poco x7 pro sekalian 😂,harga segitu mending poco x7 pro sekalian,GadgeTin,positive,0.9814473391,negative,
OHGnsJYi4tQ,@unggulraharjo5672,"Msh pake 8 note pro dr awal launching yg review nya tahan tembak, anti pecah dr lantai 2 ama rendam 10 menit, batere nya aja yg sdh nurun 30 %, badak emang sering jatoh dr atas lemari apa lg pas dipegang berdiri 😅",msh pake 8 note pro dr awal launching yang review nya tahan tembak anti pecah dr lantai 2 ama rendam 10 menit batere nya aja yang sudah nurun 30 awet emang sering jatoh dr atas lemari apa lg pas dipegang berdiri,GadgeTin,positive,0.9303310513,neutral,
OHGnsJYi4tQ,@kulubsampeu1530,Kamera nya serasa lagi pegang redmi A3,kamera nya serasa lagi pegang redmi a3,GadgeTin,positive,0.9895097017,negative,
OHGnsJYi4tQ,@sullivan66,"Kameranya ga berubah2 hadeh
Btw nonton ini make redmi note 10 pro masih badak wwkwkkw",kameranya tidak berubah2 hadeh btw nonton ini make redmi note 10 pro masih awet wwkwkkw,GadgeTin,positive,0.9948173165,negative,
OHGnsJYi4tQ,@DrgPutra,"Masih setia Redmi note 12 pro 5g 😊
Masih mantep bro",masih setia redmi note 12 pro 5g masih mantep teman,GadgeTin,positive,0.9923686385,neutral,
OHGnsJYi4tQ,@nephew585,G suka desain kamera nya mirip kompor,g suka desain kamera nya mirip kompor,GadgeTin,positive,0.9980303645,negative,
OHGnsJYi4tQ,@didinyustiankirana2947,Kamera mirip iqoo yaa,kamera mirip iqoo yaa,GadgeTin,positive,0.5025687218,negative,
OHGnsJYi4tQ,@mahezasheenbey8467,Alhamdulillah udah kebeli poco f7,alhamdulillah sudah kebeli poco f7,GadgeTin,positive,0.9969852567,neutral,
te4V1vw2pRY,@andriansyahiskandar8629,Sama tecno camon 40 mending mana?,sama tecno camon 40 mending mana,Jagat Review,negative,0.9892657995,neutral,
te4V1vw2pRY,@shakirparke,Iklannya diblur pasti iklan slot 🤣🤣🤣,iklannya diblur pasti iklan judi slot,Jagat Review,negative,0.9974673986,neutral,
te4V1vw2pRY,@febriansutrisna745,"Susah si infinix note edge masuk ke segment ini kalau ada ini hp, harga mepet tapi punya ultra wide kamera",susah si infinix note edge masuk ke segment ini kalau ada ini ponsel harga mepet tapi punya ultra wide kamera,Jagat Review,negative,0.9693276286,neutral,
te4V1vw2pRY,@BangTukom,"Kamera nya gak keren..
Desain ReNot terburuk  menurut keyakinan saya.😊",kamera nya tidak bagus desain renot terburuk menurut keyakinan saya,Jagat Review,negative,0.9993625283,negative,
te4V1vw2pRY,@AhmadFauzi-pd2tb,Semua Desain redmi enggak bgt,semua desain redmi enggak sangat,Jagat Review,negative,0.6349992156,negative,
te4V1vw2pRY,@lynsyh_11,Tes yang pro + juga om🔥,tes yang pro juga om,Jagat Review,negative,0.9989030361,neutral,
te4V1vw2pRY,@Naufal-too,"Hp 3 jutaan cc nya abu abu, ada iklan, hyper bug, chipset standar, desain kamera kek kompor 4 tungku 😂, skip hp jelek 😂",ponsel 3 jutaan cc nya abu abu ada iklan hyper bug chipset standar desain kamera kek kompor 4 tungku jangan beli ponsel jelek,Jagat Review,negative,0.9794846177,negative,
te4V1vw2pRY,@anwaraa7570,banting disengaja? sebelah keknya gitu wkwk,banting disengaja sebelah keknya gitu tertawa,Jagat Review,negative,0.9911422729,neutral,
te4V1vw2pRY,@Ridwan-in6wz,Ga ekspek semahal itu,tidak ekspek semahal itu,Jagat Review,negative,0.9845882058,negative,
te4V1vw2pRY,@abdulkadir5227,Gak setahan Oppo a5pro atau 6pro,tidak setahan oppo a5pro atau 6pro,Jagat Review,negative,0.9982578158,negative,
te4V1vw2pRY,@opikroman737,"Lah ko layarnya curved, susah cari tempered glass yg murah 😅",lah ko layarnya curved susah cari tempered glass yang murah,Jagat Review,negative,0.9969832301,neutral,
te4V1vw2pRY,@Kaitou_izaki,"Pengen Beli ini HP Karena Budget nya Masih Bersahabat/Masih Murah di Tahun ini yang lagi Krisis Ram dan Harga Ram yang Makin Mahal. Tapi Gw Nunggu Poco X8 Pro Aja Lah, Karena Katanya Harga Poco X8 Pro 6 Jutaan, Makanya Gw Nunggu Dulu Buat Beli ini HP. Kalo Kalian Ada yang Sama Kayak Gw Atau Beda, Sihlakan Tulis di Komentar😊👍🏻.",pengen beli ini ponsel karena budget nya masih bersahabat masih murah di tahun ini yang lagi krisis ram dan harga ram yang makin mahal tapi saya nunggu poco x8 pro aja lah karena katanya harga poco x8 pro 6 jutaan makanya saya nunggu dulu buat beli ini ponsel kalau kalian ada yang sama kayak saya atau beda sihlakan tulis di komentar,Jagat Review,negative,0.9399298429,negative,
te4V1vw2pRY,@Subs-gg8zt,"Xiaomi sekarang mahal banget.. ada iklannya pula haduhhh, dulu saya fans ni brand .. sekarang asli dah kureng banget ni brand..",xiaomi sekarang mahal sangat ada iklannya pula haduhh dulu saya fans ni brand sekarang asli dah kureng sangat ni brand,Jagat Review,negative,0.95,negative,
te4V1vw2pRY,@sawahsenandungujung,Hp paling bermasalah itu hp yg layarnya Curved ...,ponsel paling bermasalah itu ponsel yang layarnya curved,Jagat Review,negative,0.6931654215,negative,
te4V1vw2pRY,@mubarok4053,Tumben wortit si redmi note series di era gempuran HP HP pada naik harga. Ini naik spek harganya sama🎉🎉🎉,tumben wortit si redmi note series di era gempuran ponsel ponsel pada naik harga ini naik spek harganya sama,Jagat Review,neutral,0.9425204992,positive,
te4V1vw2pRY,@danyprakoso2495,Masih ya..ampe redmi note 15 series masih roasting iphone kalo soal charger😅😅,masih ya ampe redmi note 15 series masih roasting iphone kalau soal charger,Jagat Review,neutral,0.9708460569,neutral,
te4V1vw2pRY,@ght5402,masih dikasih slot micro sd,masih dikasih judi slot micro sd,Jagat Review,neutral,0.9434527159,positive,
te4V1vw2pRY,@ontowiryo4952,"Mnding infnx note edge, udh turn d bwah 3 jta",mnding infnx note edge sudah turn d bwah 3 jta,Jagat Review,neutral,0.99887532,negative,
te4V1vw2pRY,@fatkulrozaq8811,harga naik jauh ya dari 14 5G kemarin. Ai babikk,harga naik jauh ya dari 14 5g kemarin ai babikk,Jagat Review,neutral,0.7539600134,negative,
te4V1vw2pRY,@andriawanjourney,"Mau tanya, mending ini Redmi Note 15 Pro 5G, atau nunggu Poco X8 Pro ya? Keperluan untuk video dan live streaming.",mau tanya mending ini redmi note 15 pro 5g atau nunggu poco x8 pro ya keperluan untuk video dan live streaming,Jagat Review,neutral,0.99729532,neutral,
te4V1vw2pRY,@BagusSolehudin-b2x,Mending ini atau infinix gt 30 bang,mending ini atau infinix gt 30 bang,Jagat Review,neutral,0.9934333563,neutral,
te4V1vw2pRY,@mohamadindra2304,kalo di komper sama poco x7 pro taon kmaren gmn bang,kalau di komper sama poco x7 pro taon kmaren gmn bang,Jagat Review,neutral,0.948641181,neutral,
te4V1vw2pRY,@josh_widi,"Mohon maaf, jangan lupa untuk membahas ini. Apakah ada pro mode untuk video di HP ini? Soalnya gak semua HP ada. Terima kasih.",mohon maaf jangan lupa untuk membahas ini apakah ada pro mode untuk video di ponsel ini soalnya tidak semua ponsel ada terima kasih,Jagat Review,neutral,0.9952350259,neutral,
te4V1vw2pRY,@adriafarrel,7:29 Terima kasih untuk regulasi EU yang telah memaksa smartphone minimal 5 tahun security patch,7 29 terima kasih untuk regulasi eu yang telah memaksa smartphone minimal 5 tahun security patch,Jagat Review,neutral,0.9961156845,neutral,
te4V1vw2pRY,@mrowen1199,"apakah ada yg tau versi Pro dan Pro+ nya masuk indo atau engga? dan paling beda signifikan di mana?

atau bakal direview juga sama tim JR? wkwk

terima kasih",apakah ada yang tau versi pro dan pro nya masuk indo atau engga dan paling beda signifikan di mana atau bakal direview juga sama tim jr tertawa terima kasih,Jagat Review,neutral,0.7316397429,neutral,
te4V1vw2pRY,@Asy2102,Bahas yg pro nya dong om dedy,bahas yang pro nya dong om dedy,Jagat Review,neutral,0.5577560067,neutral,
te4V1vw2pRY,@anjangpurnomo5394,"nyari yg esim, untung ada note 15 pro 5g 8gb",nyari yang esim untung ada note 15 pro 5g 8gb,Jagat Review,neutral,0.7733155489,positive,
te4V1vw2pRY,@bagusfaisal-l4q,ini serius nanya bang tolong di jawab. rekomendet mana oppo a6 pro sama redmi not 15 5g ?,ini serius nanya bang tolong di jawab rekomendet mana oppo a6 pro sama redmi not 15 5g,Jagat Review,neutral,0.6501863599,neutral,
te4V1vw2pRY,@HafidzHanan-y5j,Bg perekaman 1080 60fps itu apa gak bisa? Kok gak di spil,bg perekaman 1080 60fps itu apa tidak bisa kok tidak di spil,Jagat Review,neutral,0.6592610478,neutral,
te4V1vw2pRY,@kucingngakgarong,"bukan nya layar 6,77 inch?",bukan nya layar 6 77 inch,Jagat Review,neutral,0.8989468813,neutral,
te4V1vw2pRY,@Agussantosogame,Mending redmi note 15 pro atau redmi note 14 pro plus,mending redmi note 15 pro atau redmi note 14 pro plus,Jagat Review,neutral,0.9964098334,neutral,
te4V1vw2pRY,@kuroichi395,ngk ada audio Jack apakah masih all rounder 😢,ngk ada audio jack apakah masih all rounder,Jagat Review,neutral,0.9975825548,negative,
te4V1vw2pRY,@Zakihunter99,Bahas red magic 11 pro dong,bahas red magic 11 pro dong,Jagat Review,neutral,0.9789434075,neutral,
te4V1vw2pRY,@abdulazizalim21,"9:29 coba di hps data baterai dan performa nya om, Ama matikan nonaktifkan frame default apa gtu di opsi pengembang om biar ke unlock 90 fps di ml nya om",9 29 coba di hps data baterai dan performa nya om ama matikan nonaktifkan frame default apa gtu di opsi pengembang om biar ke unlock 90 fps di ml nya om,Jagat Review,neutral,0.9987418056,neutral,
te4V1vw2pRY,@Shreddeng,Nonton video pake Redmi Note 9 Pro,nonton video pake redmi note 9 pro,Jagat Review,neutral,0.9914726019,neutral,
te4V1vw2pRY,@muhammadabdurafiq,Dibanding poco X7 pro 5g lebih bagus mana ya?,dibanding poco x7 pro 5g lebih bagus mana ya,Jagat Review,positive,0.9041419029,neutral,
te4V1vw2pRY,@Nicoden-j15,Nyaris sempurna di harganya❤,nyaris sempurna di harganya,Jagat Review,positive,0.9010879397,positive,
r1aEXJYypx8,@zainalabidin-ui9wb,Review nya jarang lakukan pengecasan,review nya jarang lakukan pengecasan,Youtuber Cupu,negative,0.9988991022,neutral,
r1aEXJYypx8,@olenk8586,Cobak diganti modul kameranya....😢,cobak diganti modul kameranya,Youtuber Cupu,negative,0.9982023239,negative,
r1aEXJYypx8,@MidLane277,Xiaomi knp sih di bagian penangkapan sinyal jelek bgt 😭,xiaomi knp sih di bagian penangkapan sinyal jelek sangat,Youtuber Cupu,negative,0.9991052747,negative,
r1aEXJYypx8,@Qomisariz,Gak banget sama desain modul kameranya ZONK wkwk,tidak sangat sama desain modul kameranya mengecewakan tertawa,Youtuber Cupu,negative,0.9993564487,negative,
r1aEXJYypx8,@Alvaromcofficial,"12:23 wah ada bang David gadgetin nih, kira kira orang nya Dateng gak ya kalo tau Dia masuk video nya bang YouTuber cupu?🤔",12 23 wah ada bang david gadgetin nih kira kira orang nya dateng tidak ya kalau tau dia masuk video nya bang youtuber cupu,Youtuber Cupu,negative,0.9972572923,neutral,
r1aEXJYypx8,@SyahrulAnwar-x3l,Koh yang versi 4g nya ada kaga?,koh yang versi 4g nya ada kaga,Youtuber Cupu,negative,0.7789098024,neutral,
r1aEXJYypx8,@RezaHidayatMaop,Desainnya bah kecewa ges,desainnya bah kecewa ges,Youtuber Cupu,negative,0.9989159107,negative,
r1aEXJYypx8,@gielbhar.p.u2464,"Saya lagi nyari yg versi Find X7 basic kayaknya susah bener nyari yg jual di indo mas. Karena lagi mau ngoleksi hp pribadi yg ada nomer 7 nya. Yang udh saya miliki :
- Honor Magic 7
- Realme GT 7

Nah yg belum dan susah dicari Oppo Find X7.
Kalau di mas Fendy kira2 bisa gak jastip unit tersebut ?",saya lagi nyari yang versi find x7 basic kayaknya susah bener nyari yang jual di indo mas karena lagi mau ngoleksi ponsel pribadi yang ada nomer 7 nya yang sudah saya miliki honor magic 7 realme gt 7 nah yang belum dan susah dicari oppo find x7 kalau di mas fendy kira2 bisa tidak jastip unit tersebut,Youtuber Cupu,negative,0.6399433613,neutral,
r1aEXJYypx8,@sayurbening5741,"00:48 jujur keknya gaada yg suka juga desain kompor itu, bahkan di komunitasnya sendiri 😂",00 48 jujur keknya gaada yang suka juga desain kompor itu bahkan di komunitasnya sendiri,Youtuber Cupu,negative,0.9935535192,negative,
r1aEXJYypx8,@AanGozall,2:17 bug di dunia nyata 😂😂,2 17 bug di dunia nyata,Youtuber Cupu,negative,0.9732967019,negative,
r1aEXJYypx8,@rianheriyantomotovlog,mantap sih cuman desain nya kurang suka.,bagus sih cuman desain nya kurang suka,Youtuber Cupu,negative,0.9980322719,negative,
r1aEXJYypx8,@10RRY8,pingin nyoba tapi males kalau ada iklan,pingin nyoba tapi males kalau ada iklan,Youtuber Cupu,negative,0.998283267,negative,
r1aEXJYypx8,@caberawit5422,Desain kamera katrok...bulatan gede buat apa..toh kamera cuma 2 aja😂redmi dah turun kelas 1 level infinix dkk..kamera nya bnyk² fungsi cuma satu dua hahaha,desain kamera katrok bulatan gede buat apa toh kamera cuma 2 aja redmi dah turun kelas 1 level infinix dkk kamera nya bnyk fungsi cuma satu dua hahaha,Youtuber Cupu,negative,0.9972611666,negative,
r1aEXJYypx8,@kaysenkt,"nonton pake redmi note 7 yang dulu sempet dibilang gaib.
7 thn ini udah sesek bgt si, seiring aplikasi yang ukuran nya makin gede😅",nonton pake redmi note 7 yang dulu sempet dibilang gaib 7 thn ini sudah sesek sangat si seiring aplikasi yang ukuran nya makin gede,Youtuber Cupu,negative,0.9982105494,neutral,
r1aEXJYypx8,@rifkitheamateur,"12:23
Skenario terburuk kalo sampe kejadian. Wkwkwk...",12 23 skenario terburuk kalau sampe kejadian wkwkwk,Youtuber Cupu,negative,0.9979450107,neutral,
r1aEXJYypx8,@yusran240,bocil udh gede aja bang 😊,bocil sudah gede aja bang,Youtuber Cupu,negative,0.9992322922,neutral,
r1aEXJYypx8,@ThoVote,Kukira ini poco x3 series,kukira ini poco x3 series,Youtuber Cupu,neutral,0.9124831557,neutral,
r1aEXJYypx8,@sabilulhamim8673,"akhirnya upload juga, redmi dengan desain kamera kompor nya😂",akhirnya upload juga redmi dengan desain kamera kompor nya,Youtuber Cupu,neutral,0.9966663718,negative,
r1aEXJYypx8,@nurulhasikin9283,"Mau tanya bg, kapan ya hp ini launching di Indonesia, dan kalau boleh tau harga nya berapa, terimakasih bg

Sukses selalu",mau tanya bg kapan ya ponsel ini launching di indonesia dan kalau boleh tau harga nya berapa terimakasih bg sukses selalu,Youtuber Cupu,neutral,0.907096386,neutral,
r1aEXJYypx8,@iRief,4:47 fyi 7s g4 bkl dipake jg ntar di inf note 60 pro series,4 47 fyi 7s g4 bkl dipake jg ntar di inf note 60 pro series,Youtuber Cupu,neutral,0.9980500937,neutral,
r1aEXJYypx8,@Nbots-ts6i9,11:13 Weh bang gak ketahuan istri kah😂,11 13 weh bang tidak ketahuan istri kah,Youtuber Cupu,neutral,0.6127905846,neutral,
r1aEXJYypx8,@RizqiCreative,Warna backdorr nya sama dengan redmi 13C,warna backdorr nya sama dengan redmi 13c,Youtuber Cupu,neutral,0.8677767515,neutral,
r1aEXJYypx8,@18.JoseAlvrederickHartono,Ini bakal jadi Poco x8 gak ya ?,ini bakal jadi poco x8 tidak ya,Youtuber Cupu,neutral,0.9975394011,neutral,
r1aEXJYypx8,@thedypr1141,Ga beda jauh sama dimensity 8100U yg di pake di 12T hasil antutu nya,tidak beda jauh sama dimensity 8100u yang di pake di 12t hasil antutu nya,Youtuber Cupu,neutral,0.9813979864,neutral,
r1aEXJYypx8,@FaizalReza,sepertinya pertimbangan saya masih ada diantara poco x7 pro atau poco F7 untuk dibeli,sepertinya pertimbangan saya masih ada diantara poco x7 pro atau poco f7 untuk dibeli,Youtuber Cupu,neutral,0.7666808367,negative,
r1aEXJYypx8,@Hanz.dev9,bahas honor win sekalian magicOsnya bang😁,bahas honor win sekalian magicosnya bang,Youtuber Cupu,neutral,0.6619868279,neutral,
r1aEXJYypx8,@AnnZee1,Bngg bahas origin os di Iqoo z10r,bngg bahas origin os di iqoo z10r,Youtuber Cupu,neutral,0.9986376166,neutral,
r1aEXJYypx8,@bggssss11,bang buat redmi not 15 pro vs poco  x7 pro bg,bang buat redmi not 15 pro vs poco x7 pro bg,Youtuber Cupu,neutral,0.9942749143,neutral,
r1aEXJYypx8,@kikugaming3122,"bang bahas titisan Poco X8 promax,  redmi turbo 5 max dong",bang bahas titisan poco x8 promax redmi turbo 5 max dong,Youtuber Cupu,neutral,0.998437345,neutral,
r1aEXJYypx8,@YousrealJoice,Redmi note 14 pro plus ga si ini🗿,redmi note 14 pro plus tidak si ini,Youtuber Cupu,neutral,0.8553677797,neutral,
r1aEXJYypx8,@randomizes166,"Jadi kapan Poco F8 Series wahai Poco Indonesia, kebanyakan gimick nihh",jadi kapan poco f8 series wahai poco indonesia kebanyakan gimick nihh,Youtuber Cupu,neutral,0.7176658511,neutral,
r1aEXJYypx8,@sekitarkita5670,"Bang, HP ini dengan Motorola Edge 60 Fusion mending mana untuk kamera dan baterai?",bang ponsel ini dengan motorola edge 60 fusion mending mana untuk kamera dan baterai,Youtuber Cupu,neutral,0.6119368672,neutral,
r1aEXJYypx8,@riannurcahyo4362,45w dari pendahulunya 67watt . Masih nyaman renot 13 pro plus yang 120watt,45w dari pendahulunya 67watt masih nyaman renot 13 pro plus yang 120watt,Youtuber Cupu,neutral,0.9004727602,neutral,
r1aEXJYypx8,@anugrahsehat8645,Auto like 👍👍dan hype juga,auto like dan hype juga,Youtuber Cupu,neutral,0.7419006228,neutral,
r1aEXJYypx8,@dedensuwanda7552,Masih standby di redmi note 11 pro 5G meskipun kameranya burik juga😅,masih standby di redmi note 11 pro 5g meskipun kameranya burik juga,Youtuber Cupu,neutral,0.8218023777,neutral,
r1aEXJYypx8,@superior659,"buat rekam video masih patah"" & jiter sama ky renot 14 pro",buat rekam video masih patah jiter sama ky renot 14 pro,Youtuber Cupu,neutral,0.9856373668,negative,
r1aEXJYypx8,@TangLunkz,ide next content review lagi s25 ultra di 2026 hehe menjelang rilis s26,ide next content review lagi s25 ultra di 2026 hehe menjelang rilis s26,Youtuber Cupu,neutral,0.9976392984,neutral,
r1aEXJYypx8,@terserahterserah210,"Bang  bikin video 1 hari bersama vivo x300 biasa , pengen tau kalau di pakai sehar-hari 🙏",bang bikin video 1 hari bersama vivo x300 biasa pengen tau kalau di pakai sehar hari,Youtuber Cupu,neutral,0.9834070802,neutral,
r1aEXJYypx8,@MuhammadYasir-yp1cs,Dari dulu seri note emang besar² layarnya di banding seri redmi,dari dulu seri note emang besar layarnya di banding seri redmi,Youtuber Cupu,positive,0.9910157919,neutral,
r1aEXJYypx8,@Hgfvbnhgh,Masih setia pake redmi note 12 pro 5G 😎,masih setia pake redmi note 12 pro 5g,Youtuber Cupu,positive,0.9967960715,neutral,
r1aEXJYypx8,@yohansensimorangkir,"channel yg trs berkembang, btw redmi note 15 nya menarik sih...",channel yang trs berkembang btw redmi note 15 nya menarik sih,Youtuber Cupu,positive,0.9958246946,positive,
r1aEXJYypx8,@Violaastcu,Jadi reviewer makanan koh 😂,jadi reviewer makanan koh,Youtuber Cupu,positive,0.8761270642,neutral,
r1aEXJYypx8,@Romlah-p2s,"Tebakan gua sih ,performa dan kualitas kamera dan videonya ga ada pningkatan yg signifikan ..cm di bateray,body yg lebih besar dan ketahanan aja sih nilai jualnya ..",tebakan saya sih performa dan kualitas kamera dan videonya tidak ada pningkatan yang signifikan cm di bateray body yang lebih besar dan ketahanan aja sih nilai jualnya,Youtuber Cupu,positive,0.9509437084,neutral,
r1aEXJYypx8,@AhmadRomadhon-s8y,Honor win RT mantep tuh keknya di review bg apalagi batrei nya 10k,honor win rt mantep tuh keknya di review bg apalagi batrei nya 10k,Youtuber Cupu,positive,0.9969623685,neutral,
r1aEXJYypx8,@dimas.aditya89,Sumpah gemes banget sama ufs 2.2 nya 😂😂😂😂,sumpah gemes sangat sama ufs 2 2 nya,Youtuber Cupu,positive,0.9962934852,negative,
r1aEXJYypx8,@UmaruByxby,keren lebih dapet gambaran dari hp nya langsung,bagus lebih dapet gambaran dari ponsel nya langsung,Youtuber Cupu,positive,0.9770582914,neutral,
r1aEXJYypx8,@aripurnomo5209,Klau yg seri standar 3.5jt kgk worth dah😮😮😮,klau yang seri standar 3 5jt kgk worth dah,Youtuber Cupu,positive,0.95,neutral,
r1aEXJYypx8,@vrman171,"Izingua boleh ngikut sama lu gak? Jadi kameramen atau apa aja, gk usah bayar gpp yang penting makan & tempat tinggal

Gua mau cari pengalaman di luar negeri tapi gua gk punya apa²",izingua boleh ngikut sama kamu tidak jadi kameramen atau apa aja tidak usah bayar gpp yang penting makan tempat tinggal saya mau cari pengalaman di luar negeri tapi saya tidak punya apa,Youtuber Cupu,positive,0.4176081717,neutral,
r1aEXJYypx8,@Hasr01,"kalo warna pas video agak aneh si buat dimensity 7400u ini, menurut saya lebih hidup di snapdragon 7s gen 4",kalau warna pas video agak aneh si buat dimensity 7400u ini menurut saya lebih hidup di snapdragon 7s gen 4,Youtuber Cupu,positive,0.9473616481,neutral,
r1aEXJYypx8,@HpBaru-p9y,Nunggu redmi note 17 soalnya redmi note 13 pro+5g ku masih bagus😊,nunggu redmi note 17 soalnya redmi note 13 pro 5g ku masih bagus,Youtuber Cupu,positive,0.995514214,neutral,
r1aEXJYypx8,@Pramudd,Bang bikin suka duka sama hp baterai 10k mah dong 😂,bang bikin suka duka sama ponsel baterai 10k mah dong,Youtuber Cupu,positive,0.9967370629,neutral,
OHGnsJYi4tQ,@susantoaris-b8l,liat desain jadi muakk 😂,liat desain jadi muakk,GadgeTin,negative,0.9994053841,negative,
OHGnsJYi4tQ,@RanggaCinta-w6w,Ga bgt design kameranya dah.. Skipbagusn reno 15 pro max klw design kameramh,tidak sangat design kameranya dah skipbagusn reno 15 pro max klw design kameramh,GadgeTin,negative,0.9469577074,negative,
OHGnsJYi4tQ,@KhususSuno,"Kelemahannya kamera depan jelek, kalau update os data2 ilang semua. Keburukan xiaomi🤦‍♀️🤦‍♀️🤦‍♀️",kelemahannya kamera depan jelek kalau update os data2 ilang semua keburukan xiaomi,GadgeTin,negative,0.9992957115,negative,
OHGnsJYi4tQ,@Tom-jd2fz,Kenapa di Shopee belum ada yaa,kenapa di shopee belum ada yaa,GadgeTin,negative,0.9718568921,neutral,
OHGnsJYi4tQ,@anishafalah,"Udah pake redmi note 14 pro 3 bulan, designya gajauh beda, hmmm menarik tapi hp gede beud, pdhl sukanya yg kecil kek note 11 w dlu",sudah pake redmi note 14 pro 3 bulan designya gajauh beda hmm menarik tapi ponsel gede beud pdhl sukanya yang kecil kek note 11 w dlu,GadgeTin,negative,0.8873351216,negative,
OHGnsJYi4tQ,@MasH1933,"tingkat ingin beli 90%
pas liat desain nya, jadi berubah 5% minat untuk beli",tingkat ingin beli 90 pas liat desain nya jadi berubah 5 minat untuk beli,GadgeTin,negative,0.8698269725,negative,
OHGnsJYi4tQ,@CaptainMamarica69,"Ada iklan di aplikasi bawaan gak Bang? Folder, pesan dll",ada iklan di aplikasi bawaan tidak bang folder pesan dll,GadgeTin,negative,0.95,neutral,
OHGnsJYi4tQ,@bangbilytv,Skip.. Model Kamera ny engga buaaangettttt😂,jangan beli model kamera ny engga buaangett,GadgeTin,negative,0.9976481795,negative,
OHGnsJYi4tQ,@mrz4969,"Note 12 alhmdlilah masih fine"" aja",note 12 alhmdlilah masih fine aja,GadgeTin,negative,0.9399077296,neutral,
OHGnsJYi4tQ,@rinanovianti95,Kirain mau ganti modelan kameranya😌,kirain mau ganti modelan kameranya,GadgeTin,negative,0.9843946099,negative,
OHGnsJYi4tQ,@Realme-b5f8u,Harga terlalu mahal mending Poco X7 pro aja,harga terlalu mahal mending poco x7 pro aja,GadgeTin,negative,0.9965594411,negative,
OHGnsJYi4tQ,@hama_terkilir,Bang gadgetin kenapa gak sesekali review iem,bang gadgetin kenapa tidak sesekali review iem,GadgeTin,negative,0.9400112629,neutral,
OHGnsJYi4tQ,@Ritzfebrian,Skip desain nya.. Msih di 13pro 5g bee dah,jangan beli desain nya msih di 13pro 5g bee dah,GadgeTin,negative,0.9951369166,negative,
OHGnsJYi4tQ,@floxaphoenix,Ga suka desain kameranya,tidak suka desain kameranya,GadgeTin,negative,0.9992110729,negative,
OHGnsJYi4tQ,@scorpiorider8635,Naksir sich tp sayangnya designya yang bikin enggak dulu 🤦‍♂️,naksir sich tapi sayangnya designya yang bikin enggak dulu,GadgeTin,negative,0.6077427268,negative,
OHGnsJYi4tQ,@kucingdantikus8987,nonton diredmi note 8🙌,nonton diredmi note 8,GadgeTin,negative,0.936919868,neutral,
OHGnsJYi4tQ,@ariesyana,"yes akhirnya layarnya udah flat, ini jelas durabilitynya meningkat, cari antigores sama casing jadi gampang",yes akhirnya layarnya sudah flat ini jelas durabilitynya meningkat cari antigores sama casing jadi gampang,GadgeTin,negative,0.7990131378,positive,
OHGnsJYi4tQ,@obeystein7431,"Disain camera nya 😢
Malah bongsor lagi 
Skiippp dulu beli seri note pro 
""Tahan dulu pake note 10 pro """,disain camera nya malah bongsor lagi skiipp dulu beli seri note pro tahan dulu pake note 10 pro,GadgeTin,negative,0.9983769655,negative,
OHGnsJYi4tQ,@corvettec6298,Udah kebeli Poco x7 pro padahal 🥺,sudah kebeli poco x7 pro padahal,GadgeTin,negative,0.9908000827,neutral,
OHGnsJYi4tQ,@beare985,Gausah coba durablenya bang 😂 biar jerry rig yg cobain dngn extreme,gausah coba durablenya bang biar jerry rig yang cobain dngn extreme,GadgeTin,negative,0.9937310219,neutral,
